Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID,Product ID,Sales,Quantity,Discount,Profit
766,CA-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,US-84059,TEC-AC-10003174,646.74,6,0,258.696
765,CA-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,US-84059,OFF-EN-10001532,50.94,3,0,25.47
764,CA-2022-162775,2022-01-13,2022-01-15,Second Class,CS-12250,US-84059,OFF-EN-10001990,11.36,2,0,5.3392
6475,CA-2022-149524,2022-01-14,2022-01-15,First Class,BS-11590,UE-71826,FUR-BO-10003433,61.96,4,0.5,-53.2856
1914,CA-2022-103366,2022-01-15,2022-01-17,First Class,EH-13990,US-93887,TEC-AC-10003628,149.95,5,0,65.978
974,CA-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,UE-42922,OFF-LA-10001074,30.072,3,0.2,10.1493
973,CA-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,UE-42922,OFF-BI-10001575,18.588,2,0.7,-13.6312
972,CA-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,UE-42922,TEC-PH-10004614,124.2,3,0.4,-31.05
971,CA-2022-115791,2022-01-16,2022-01-18,Second Class,DL-13315,UE-42922,FUR-FU-10001095,127.104,6,0.2,28.5984
5365,CA-2022-123477,2022-01-18,2022-01-21,Second Class,DW-13195,UW-88119,OFF-AP-10000692,64.864,4,0.2,6.4864
5466,CA-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,UW-13402,FUR-BO-10001972,181.47,5,0.7,-320.597
5465,CA-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,UW-13402,OFF-EN-10002504,108.72,5,0.2,36.693
5464,CA-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,UW-13402,OFF-PA-10000659,56.064,4,0.2,19.6224
5463,CA-2022-146591,2022-01-19,2022-01-20,First Class,TS-21340,UW-13402,OFF-BI-10003676,32.34,10,0.7,-23.716
5738,CA-2022-148614,2022-01-20,2022-01-25,Standard Class,MV-17485,UW-02698,FUR-FU-10003194,19.3,2,0,5.79
5737,CA-2022-148614,2022-01-20,2022-01-25,Standard Class,MV-17485,UW-02698,OFF-PA-10002893,19.36,2,0,9.2928
6334,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,OFF-BI-10004364,29.7,5,0,13.365
6333,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,FUR-FU-10002268,14.73,3,0,4.8609
6332,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,OFF-AR-10004456,43.92,3,0,12.7368
6331,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,OFF-ST-10003123,66.58,2,0,15.9792
6330,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,OFF-AP-10002311,247.716,4,0.1,93.5816
6329,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,OFF-BI-10000605,19.05,5,0,8.9535
6328,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,FUR-FU-10002918,272.94,3,0,30.0234
6327,CA-2022-167927,2022-01-20,2022-01-26,Standard Class,XP-21865,UC-50332,OFF-ST-10000760,13.98,1,0,4.0542
1127,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,US-86228,FUR-CH-10002331,1067.94,3,0,224.2674
1126,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,US-86228,OFF-EN-10001539,23.34,3,0,10.9698
1125,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,US-86228,OFF-AR-10003811,6.63,3,0,1.7901
1124,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,US-86228,FUR-FU-10003194,38.6,4,0,11.58
1123,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,US-86228,OFF-AR-10002375,22.96,7,0,6.6584
1122,US-2022-147627,2022-01-20,2022-01-26,Standard Class,HL-15040,US-86228,TEC-PH-10001061,699.93,7,0,181.9818
7121,US-2022-147774,2022-01-20,2022-01-26,Standard Class,MM-18280,US-94272,OFF-BI-10003091,67.194,1,0.7,-51.5154
9990,CA-2022-110422,2022-01-21,2022-01-23,Second Class,TB-21400,US-79457,FUR-FU-10001889,25.248,3,0.2,4.1028
9156,CA-2022-102645,2022-01-23,2022-01-28,Standard Class,IM-15055,UW-06851,OFF-PA-10001804,40.08,6,0,19.2384
9887,CA-2022-146997,2022-01-23,2022-01-27,Standard Class,SG-20605,UC-33884,OFF-FA-10003467,5.94,3,0,0
8151,CA-2022-167997,2022-01-26,2022-01-29,First Class,CA-11965,UC-28568,FUR-BO-10004409,141.96,2,0,39.7488
8150,CA-2022-167997,2022-01-26,2022-01-29,First Class,CA-11965,UC-28568,OFF-BI-10001758,10.68,2,0,5.0196
2585,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,TEC-PH-10002103,187.98,2,0,52.6344
2584,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,FUR-FU-10001847,12.42,3,0,4.4712
2583,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,TEC-PH-10004833,155.35,13,0,0
2582,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,OFF-PA-10000380,16.68,2,0,8.34
2581,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,OFF-PA-10003072,19.44,3,0,9.3312
2580,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,OFF-ST-10004337,489.92,8,0,0
2579,US-2022-155502,2022-01-26,2022-01-31,Standard Class,SD-20485,US-24177,FUR-FU-10004587,62.82,3,0,30.7818
3797,US-2022-117163,2022-01-27,2022-02-02,Standard Class,EJ-13720,UW-29468,OFF-AR-10003179,36.44,4,0,12.0252
3796,US-2022-117163,2022-01-27,2022-02-02,Standard Class,EJ-13720,UW-29468,FUR-TA-10003469,333,3,0.2,-16.65
3795,US-2022-117163,2022-01-27,2022-02-02,Standard Class,EJ-13720,UW-29468,OFF-ST-10003692,57.23,1,0,14.3075
3084,CA-2022-100328,2022-01-28,2022-02-03,Standard Class,JC-15340,UE-00616,OFF-BI-10000343,3.928,1,0.2,1.3257
6389,CA-2022-134103,2022-01-30,2022-02-04,Standard Class,MV-18190,UC-91269,OFF-ST-10000991,229.94,2,0,6.8982
6388,CA-2022-134103,2022-01-30,2022-02-04,Standard Class,MV-18190,UC-91269,OFF-PA-10001204,10.56,2,0,4.752
3366,CA-2022-115161,2022-01-31,2022-02-02,First Class,LC-17050,UW-89319,FUR-BO-10003966,290.666,2,0.15,3.4196
541,CA-2022-140795,2022-02-01,2022-02-03,First Class,BD-11500,UC-56295,TEC-AC-10001432,468.9,6,0,206.316
9139,CA-2022-123400,2022-02-02,2022-02-09,Standard Class,EB-13930,US-26371,TEC-PH-10002890,180.96,5,0.2,13.572
9138,CA-2022-123400,2022-02-02,2022-02-09,Standard Class,EB-13930,US-26371,OFF-BI-10000666,18.336,2,0.7,-12.224
1704,CA-2022-139857,2022-02-02,2022-02-06,Standard Class,CD-12790,UW-29468,OFF-FA-10001843,12.35,5,0,5.8045
1519,CA-2022-111059,2022-02-03,2022-02-06,Second Class,TB-21400,UW-34642,OFF-BI-10002827,13.272,3,0.2,4.3134
1518,CA-2022-111059,2022-02-03,2022-02-06,Second Class,TB-21400,UW-34642,OFF-BI-10004593,83.84,2,0.2,27.248
8585,CA-2022-104808,2022-02-04,2022-02-08,Second Class,MH-17440,UW-38762,OFF-BI-10003676,17.248,2,0.2,6.0368
1545,CA-2022-107181,2022-02-04,2022-02-08,Standard Class,DB-13270,UW-30138,OFF-PA-10000350,34.24,4,0,16.0928
1544,CA-2022-107181,2022-02-04,2022-02-08,Standard Class,DB-13270,UW-30138,OFF-BI-10004230,82.896,3,0.2,29.0136
8981,CA-2022-108182,2022-02-06,2022-02-10,Second Class,DL-13315,UC-19861,OFF-BI-10001196,8.952,2,0.8,-14.7708
2000,CA-2022-131905,2022-02-06,2022-02-09,First Class,ND-18460,US-51414,TEC-PH-10001615,144.95,5,0,42.0355
1999,CA-2022-131905,2022-02-06,2022-02-09,First Class,ND-18460,US-51414,TEC-PH-10003645,161.61,1,0,42.0186
1998,CA-2022-131905,2022-02-06,2022-02-09,First Class,ND-18460,US-51414,OFF-LA-10002787,15,4,0,7.2
850,CA-2022-107755,2022-02-07,2022-02-12,Standard Class,CK-12760,UE-37148,TEC-AC-10000710,115.36,7,0,49.6048
8736,US-2022-169390,2022-02-07,2022-02-10,Second Class,CS-12250,UE-00616,OFF-ST-10001558,64.96,4,0,9.744
9267,CA-2022-125759,2022-02-08,2022-02-09,First Class,NM-18445,UW-41671,FUR-FU-10002111,14.56,2,0,5.5328
5633,CA-2022-127614,2022-02-11,2022-02-15,Standard Class,NF-18385,US-51414,OFF-BI-10003291,17.46,2,0,8.2062
5632,CA-2022-127614,2022-02-11,2022-02-15,Standard Class,NF-18385,US-51414,FUR-TA-10003715,1256.22,6,0,75.3732
5631,CA-2022-127614,2022-02-11,2022-02-15,Standard Class,NF-18385,US-51414,TEC-AC-10001432,234.45,3,0,103.158
9260,CA-2022-168368,2022-02-11,2022-02-15,Second Class,GA-14725,UC-68158,OFF-ST-10002583,64.96,2,0,2.5984
9259,CA-2022-168368,2022-02-11,2022-02-15,Second Class,GA-14725,UC-68158,OFF-BI-10004654,51.9,3,0,24.393
9258,CA-2022-168368,2022-02-11,2022-02-15,Second Class,GA-14725,UC-68158,FUR-FU-10002298,332.94,3,0,53.2704
9257,CA-2022-168368,2022-02-11,2022-02-15,Second Class,GA-14725,UC-68158,OFF-BI-10004728,9.64,2,0,4.4344
9256,CA-2022-168368,2022-02-11,2022-02-15,Second Class,GA-14725,UC-68158,OFF-LA-10004853,14.94,3,0,6.8724
9255,CA-2022-168368,2022-02-11,2022-02-15,Second Class,GA-14725,UC-68158,FUR-CH-10001146,60.89,1,0,15.2225
457,US-2022-110674,2022-02-12,2022-02-18,Standard Class,SC-20095,UW-92023,FUR-CH-10000225,129.568,2,0.2,-24.294
5467,CA-2022-107706,2022-02-14,2022-02-19,Second Class,ST-20530,UC-03532,OFF-PA-10000466,16.176,3,0.2,6.066
9764,CA-2022-121762,2022-02-14,2022-02-18,Standard Class,ML-17395,UW-24866,OFF-SU-10000157,238.62,2,0,4.7724
9763,CA-2022-121762,2022-02-14,2022-02-18,Standard Class,ML-17395,UW-24866,OFF-AP-10001293,81.96,2,0,22.9488
9762,CA-2022-121762,2022-02-14,2022-02-18,Standard Class,ML-17395,UW-24866,TEC-AC-10000736,239.97,3,0,86.3892
7438,CA-2022-165568,2022-02-15,2022-02-19,Standard Class,BF-11020,UW-34642,OFF-BI-10001031,21.36,5,0.2,7.209
1334,CA-2022-122567,2022-02-16,2022-02-21,Standard Class,MN-17935,UC-10889,OFF-AP-10001303,7.96,2,0.8,-13.93
1333,CA-2022-122567,2022-02-16,2022-02-21,Standard Class,MN-17935,UC-10889,OFF-BI-10002012,1.08,3,0.8,-1.728
9516,CA-2022-154165,2022-02-17,2022-02-24,Standard Class,DL-13315,UC-48403,OFF-AR-10003631,54.208,14,0.2,8.8088
8223,CA-2022-152905,2022-02-18,2022-02-24,Standard Class,AB-10015,UC-54218,OFF-ST-10000321,12.624,2,0.2,-2.5248
6082,US-2022-165589,2022-02-18,2022-02-18,Same Day,TB-21595,UC-97554,FUR-FU-10002396,25.16,5,0.6,-11.322
4522,CA-2022-109491,2022-02-20,2022-02-26,Standard Class,LC-16930,UC-43695,FUR-FU-10000221,20.32,4,0,6.9088
4521,CA-2022-109491,2022-02-20,2022-02-26,Standard Class,LC-16930,UC-43695,TEC-AC-10001284,62.31,3,0,22.4316
8504,CA-2022-164903,2022-02-20,2022-02-24,Standard Class,SR-20740,UW-02698,OFF-PA-10003363,12.96,2,0,6.2208
2883,CA-2022-165540,2022-02-21,2022-02-25,Standard Class,TM-21010,UC-89739,OFF-BI-10004094,8.85,5,0.8,-13.7175
7611,CA-2022-133354,2022-02-22,2022-02-24,First Class,SA-20830,UW-02779,OFF-PA-10001800,19.44,3,0,9.3312
6531,CA-2022-103744,2022-02-23,2022-02-27,Standard Class,MG-17875,UC-42275,OFF-BI-10000320,4.428,3,0.8,-6.8634
6530,CA-2022-103744,2022-02-23,2022-02-27,Standard Class,MG-17875,UC-42275,OFF-LA-10004425,6.936,3,0.2,2.3409
5513,US-2022-137680,2022-02-24,2022-03-02,Standard Class,JH-15430,UW-95339,OFF-PA-10000069,22.776,3,0.2,7.6869
5512,US-2022-137680,2022-02-24,2022-03-02,Standard Class,JH-15430,UW-95339,OFF-PA-10000174,32.896,4,0.2,11.1024
9464,CA-2022-156545,2022-02-27,2022-03-03,First Class,JS-16030,UE-93433,OFF-AR-10003560,19.456,4,0.2,3.4048
158,CA-2022-104269,2022-03-01,2022-03-06,Second Class,DB-13060,UW-64372,FUR-CH-10004063,457.568,2,0.2,51.4764
6549,CA-2022-113880,2022-03-01,2022-03-05,Standard Class,VF-21715,UC-58645,OFF-PA-10003036,17.472,3,0.2,5.6784
6548,CA-2022-113880,2022-03-01,2022-03-05,Standard Class,VF-21715,UC-58645,FUR-CH-10000863,634.116,6,0.3,-172.1172
7951,CA-2022-131009,2022-03-01,2022-03-05,Standard Class,SC-20380,UC-42275,OFF-ST-10001469,129.552,3,0.2,-22.6716
7950,CA-2022-131009,2022-03-01,2022-03-05,Standard Class,SC-20380,UC-42275,FUR-FU-10001095,63.552,6,0.6,-34.9536
7949,CA-2022-131009,2022-03-01,2022-03-05,Standard Class,SC-20380,UC-42275,FUR-CH-10001270,362.25,6,0.3,0
7948,CA-2022-131009,2022-03-01,2022-03-05,Standard Class,SC-20380,UC-42275,OFF-FA-10004395,18.84,5,0.2,-3.5325
8311,CA-2022-168312,2022-03-01,2022-03-07,Standard Class,GW-14605,UC-67023,FUR-TA-10001866,376.509,3,0.3,-43.0296
8310,CA-2022-168312,2022-03-01,2022-03-07,Standard Class,GW-14605,UC-67023,OFF-ST-10003692,137.352,3,0.2,8.5845
5714,US-2022-143707,2022-03-01,2022-03-05,Standard Class,HR-14770,UE-85573,TEC-PH-10003655,5.94,3,0,1.6038
6059,CA-2022-107524,2022-03-02,2022-03-08,Standard Class,KN-16705,UE-51518,OFF-PA-10000587,36.4,5,0,17.472
6058,CA-2022-107524,2022-03-02,2022-03-08,Standard Class,KN-16705,UE-51518,OFF-EN-10001990,11.36,2,0,5.3392
9947,CA-2022-111157,2022-03-02,2022-03-06,Standard Class,NH-18610,UE-16655,TEC-AC-10004353,151.2,3,0.2,32.13
9946,CA-2022-111157,2022-03-02,2022-03-06,Standard Class,NH-18610,UE-16655,OFF-PA-10000327,3.424,1,0.2,1.07
8712,CA-2022-105648,2022-03-03,2022-03-07,Standard Class,EJ-14155,UW-29468,FUR-TA-10002958,626.352,3,0.2,-23.4882
1165,CA-2022-127964,2022-03-03,2022-03-08,Standard Class,AP-10720,UE-85573,OFF-BI-10003429,25.32,5,0.2,9.1785
1164,CA-2022-127964,2022-03-03,2022-03-08,Standard Class,AP-10720,UE-85573,OFF-BI-10004593,125.76,3,0.2,40.872
1163,CA-2022-127964,2022-03-03,2022-03-08,Standard Class,AP-10720,UE-85573,TEC-PH-10004700,9.99,1,0,4.5954
7349,CA-2022-130421,2022-03-03,2022-03-07,Standard Class,SC-20020,UC-03532,OFF-AP-10002534,176.772,3,0.8,-459.6072
556,CA-2022-155852,2022-03-03,2022-03-07,Second Class,AJ-10945,US-40903,OFF-AR-10003560,19.456,4,0.2,3.4048
7249,US-2022-127978,2022-03-03,2022-03-08,Standard Class,JS-15595,UE-93433,OFF-ST-10002486,44.672,8,0.2,-10.0512
7248,US-2022-127978,2022-03-03,2022-03-08,Standard Class,JS-15595,UE-93433,FUR-BO-10001972,302.45,5,0.5,-199.617
7247,US-2022-127978,2022-03-03,2022-03-08,Standard Class,JS-15595,UE-93433,OFF-LA-10000305,15.12,3,0.2,4.914
1565,CA-2022-116239,2022-03-04,2022-03-04,Same Day,CL-12565,US-43393,OFF-ST-10001370,354.9,5,0,17.745
4422,CA-2022-117016,2022-03-04,2022-03-09,Standard Class,SC-20095,US-92433,OFF-AR-10001374,15.552,3,0.2,2.3328
8501,CA-2022-169061,2022-03-05,2022-03-08,Second Class,AB-10150,UE-00334,OFF-PA-10001878,97.82,2,0,45.9754
8500,CA-2022-169061,2022-03-05,2022-03-08,Second Class,AB-10150,UE-00334,OFF-BI-10001617,49.632,6,0.2,16.7508
8499,CA-2022-169061,2022-03-05,2022-03-08,Second Class,AB-10150,UE-00334,OFF-SU-10000381,18.62,2,0,5.3998
8498,CA-2022-169061,2022-03-05,2022-03-08,Second Class,AB-10150,UE-00334,TEC-AC-10002001,479.97,3,0,177.5889
8497,CA-2022-169061,2022-03-05,2022-03-08,Second Class,AB-10150,UE-00334,OFF-AR-10000588,59.52,3,0,15.4752
9644,CA-2022-104563,2022-03-07,2022-03-12,Standard Class,CM-12715,UW-24866,FUR-CH-10004495,481.568,2,0.2,54.1764
9643,CA-2022-104563,2022-03-07,2022-03-12,Standard Class,CM-12715,UW-24866,FUR-CH-10002780,436.704,6,0.2,21.8352
9642,CA-2022-104563,2022-03-07,2022-03-12,Standard Class,CM-12715,UW-24866,OFF-ST-10000934,204.9,5,0,0
9641,CA-2022-104563,2022-03-07,2022-03-12,Standard Class,CM-12715,UW-24866,OFF-AR-10000390,20.65,5,0,9.499
4964,CA-2022-156587,2022-03-07,2022-03-08,First Class,AB-10015,UW-24866,OFF-ST-10002344,242.94,3,0,4.8588
4963,CA-2022-156587,2022-03-07,2022-03-08,First Class,AB-10015,UW-24866,OFF-AR-10001427,17.94,3,0,4.6644
4962,CA-2022-156587,2022-03-07,2022-03-08,First Class,AB-10015,UW-24866,FUR-CH-10004477,48.712,1,0.2,5.4801
5254,US-2022-131982,2022-03-07,2022-03-11,Second Class,NP-18685,UW-50141,OFF-BI-10004224,107.648,2,0.2,33.64
1172,US-2022-100279,2022-03-10,2022-03-14,Standard Class,SW-20275,UC-78649,OFF-PA-10002259,22.38,2,0,10.7424
2102,US-2022-140116,2022-03-10,2022-03-17,Standard Class,KT-16480,UW-12282,OFF-AR-10001044,83.168,4,0.2,9.3564
2101,US-2022-140116,2022-03-10,2022-03-17,Standard Class,KT-16480,UW-12282,OFF-ST-10000078,636.408,3,0.2,-15.9102
7018,CA-2022-114790,2022-03-11,2022-03-13,Second Class,FM-14215,US-98467,OFF-PA-10000213,14.94,3,0,7.0218
7017,CA-2022-114790,2022-03-11,2022-03-13,Second Class,FM-14215,US-98467,TEC-PH-10000984,587.97,3,0,164.6316
7016,CA-2022-114790,2022-03-11,2022-03-13,Second Class,FM-14215,US-98467,TEC-AC-10000710,32.96,2,0,14.1728
7015,CA-2022-114790,2022-03-11,2022-03-13,Second Class,FM-14215,US-98467,OFF-AP-10002578,146.76,3,0,38.1576
3442,CA-2022-158337,2022-03-11,2022-03-14,Second Class,KA-16525,UE-00616,OFF-PA-10002137,108.92,14,0,49.014
1543,CA-2022-166884,2022-03-11,2022-03-16,Second Class,CK-12205,UE-93433,OFF-FA-10001561,10.464,6,0.2,1.7004
1542,CA-2022-166884,2022-03-11,2022-03-16,Second Class,CK-12205,UE-93433,FUR-FU-10003981,8.32,5,0.2,2.288
8300,US-2022-103338,2022-03-11,2022-03-15,Standard Class,RB-19435,UW-27426,OFF-AR-10001770,7.98,3,0,2.0748
9515,CA-2022-100293,2022-03-14,2022-03-18,Standard Class,NF-18475,US-71805,OFF-PA-10000176,91.056,6,0.2,31.8696
4681,CA-2022-114510,2022-03-14,2022-03-19,Standard Class,JF-15295,UW-67704,OFF-BI-10003007,62.048,2,0.2,20.1656
4680,CA-2022-114510,2022-03-14,2022-03-19,Standard Class,JF-15295,UW-67704,OFF-ST-10003221,21.36,2,0,5.7672
4679,CA-2022-114510,2022-03-14,2022-03-19,Standard Class,JF-15295,UW-67704,TEC-AC-10004877,82.8,12,0,6.624
4678,CA-2022-114510,2022-03-14,2022-03-19,Standard Class,JF-15295,UW-67704,OFF-ST-10000736,80.98,1,0,3.2392
4677,CA-2022-114510,2022-03-14,2022-03-19,Standard Class,JF-15295,UW-67704,OFF-BI-10001617,33.088,4,0.2,11.1672
9407,CA-2022-152618,2022-03-14,2022-03-17,First Class,RB-19465,UC-48403,OFF-PA-10001215,8.448,2,0.2,2.64
9406,CA-2022-152618,2022-03-14,2022-03-17,First Class,RB-19465,UC-48403,TEC-MA-10003626,574.91,2,0.3,156.047
1892,CA-2022-157623,2022-03-14,2022-03-18,Standard Class,DK-13225,UW-52174,OFF-AR-10003723,3.38,1,0,1.2506
1891,CA-2022-157623,2022-03-14,2022-03-18,Standard Class,DK-13225,UW-52174,OFF-PA-10001204,10.56,2,0,4.752
2841,US-2022-125521,2022-03-14,2022-03-19,Standard Class,CK-12325,US-51414,FUR-CH-10003379,1139.92,4,0,284.98
607,CA-2022-149958,2022-03-15,2022-03-19,Standard Class,AS-10240,US-38924,OFF-PA-10002120,131.904,3,0.2,47.8152
606,CA-2022-149958,2022-03-15,2022-03-19,Standard Class,AS-10240,US-38924,OFF-BI-10001543,43.188,4,0.7,-31.6712
605,CA-2022-149958,2022-03-15,2022-03-19,Standard Class,AS-10240,US-38924,OFF-BI-10000773,7.218,3,0.7,-5.5338
604,CA-2022-149958,2022-03-15,2022-03-19,Standard Class,AS-10240,US-38924,FUR-FU-10001756,45.696,3,0.2,5.1408
603,CA-2022-149958,2022-03-15,2022-03-19,Standard Class,AS-10240,US-38924,OFF-ST-10001490,142.776,1,0.2,17.847
3453,CA-2022-157609,2022-03-16,2022-03-21,Second Class,KN-16705,US-86963,TEC-PH-10002415,471.92,2,0.2,29.495
1350,CA-2022-118339,2022-03-17,2022-03-24,Standard Class,BN-11515,UC-80146,OFF-BI-10000136,35.88,6,0,17.2224
1349,CA-2022-118339,2022-03-17,2022-03-24,Standard Class,BN-11515,UC-80146,OFF-BI-10001758,53.4,10,0,25.098
1348,CA-2022-118339,2022-03-17,2022-03-24,Standard Class,BN-11515,UC-80146,OFF-AR-10003829,19.68,6,0,5.7072
1347,CA-2022-118339,2022-03-17,2022-03-24,Standard Class,BN-11515,UC-80146,OFF-PA-10000466,47.18,7,0,23.59
1346,CA-2022-118339,2022-03-17,2022-03-24,Standard Class,BN-11515,UC-80146,OFF-AP-10001154,93.78,2,0,36.5742
8011,CA-2022-127859,2022-03-17,2022-03-20,Second Class,QJ-19255,UE-42922,OFF-PA-10003641,126.624,6,0.2,41.1528
5103,CA-2022-158442,2022-03-17,2022-03-17,Same Day,AZ-10750,UC-65703,OFF-PA-10002365,15.552,3,0.2,5.4432
5102,CA-2022-158442,2022-03-17,2022-03-17,Same Day,AZ-10750,UC-65703,OFF-PA-10002195,5.184,1,0.2,1.8792
5101,CA-2022-158442,2022-03-17,2022-03-17,Same Day,AZ-10750,UC-65703,OFF-AR-10003732,4.448,2,0.2,0.3336
2362,US-2022-148838,2022-03-17,2022-03-21,Standard Class,CP-12340,UE-00616,OFF-PA-10000919,155.04,4,0,75.9696
2361,US-2022-148838,2022-03-17,2022-03-21,Standard Class,CP-12340,UE-00616,OFF-PA-10002960,34.86,7,0,16.3842
2360,US-2022-148838,2022-03-17,2022-03-21,Standard Class,CP-12340,UE-00616,FUR-TA-10004175,613.908,3,0.4,-122.7816
2359,US-2022-148838,2022-03-17,2022-03-21,Standard Class,CP-12340,UE-00616,FUR-TA-10001950,1071.576,4,0.4,-553.6476
