Address ID,City ,State ,Postal Code,Region ,Country
UE-73236,Lancaster,Pennsylvania,17602,East,United States
UW-93023,Los Angeles,California,90004,West,United States
US-41258,Marietta,Georgia,30062,South,United States
US-34761,Mobile,Alabama,36608,South,United States
US-46447,Decatur,Alabama,35601,South,United States
UE-60254,Toledo,Ohio,43615,East,United States
UW-06421,Chandler,Arizona,85224,West,United States
UW-58202,Glendale,Arizona,85301,West,United States
UW-15762,Great Falls,Montana,59405,West,United States
UC-54412,Austin,Texas,78745,Central,United States
UW-27873,Lewiston,Idaho,83501,West,United States
UC-10126,Bloomington,Indiana,47401,Central,United States
UW-26764,Redondo Beach,California,90278,West,United States
UW-72142,Lodi,California,95240,West,United States
UE-23013,Baltimore,Maryland,21215,East,United States
US-15572,Arlington,Virginia,22204,South,United States
UW-21448,San Jose,California,95123,West,United States
UC-05096,Houston,Texas,77070,Central,United States
UW-79725,Los Angeles,California,90045,West,United States
UE-18765,Troy,New York,12180,East,United States
UW-97863,San Gabriel,California,91776,West,United States
UE-48752,Jamestown,New York,14701,East,United States
UE-78089,Rochester,New York,14609,East,United States
US-92726,Memphis,Tennessee,38109,South,United States
US-20397,Lake Charles,Louisiana,70601,South,United States
US-42776,Louisville,Kentucky,40214,South,United States
UC-61511,Appleton,Wisconsin,54915,Central,United States
UE-54323,Middletown,Connecticut,6457,East,United States
UC-62507,Jackson,Michigan,49201,Central,United States
UC-66286,Freeport,Illinois,61032,Central,United States
UC-86978,San Antonio,Texas,78207,Central,United States
UE-93461,Lawrence,Massachusetts,1841,East,United States
UW-27604,Kent,Washington,98031,West,United States
UE-68275,Watertown,New York,13601,East,United States
UC-51233,Fort Worth,Texas,76106,Central,United States
UE-89429,Franklin,Massachusetts,2038,East,United States
UC-23592,Milwaukee,Wisconsin,53209,Central,United States
US-22363,Hialeah,Florida,33012,South,United States
UW-31901,West Jordan,Utah,84084,West,United States
UW-78576,Oakland,California,94601,West,United States
UC-11506,Eau Claire,Wisconsin,54703,Central,United States
UE-24265,Cleveland,Ohio,44105,East,United States
UE-03348,Akron,Ohio,44312,East,United States
UC-71675,Midland,Michigan,48640,Central,United States
UE-70876,Dover,New Hampshire,3820,East,United States
UC-49775,San Marcos,Texas,78666,Central,United States
UW-99337,Bellevue,Washington,98006,West,United States
UC-02461,Chicago,Illinois,60623,Central,United States
UW-90246,Murray,Utah,84107,West,United States
UW-04289,San Diego,California,92105,West,United States
US-65194,Richmond,Virginia,23223,South,United States
UC-98683,Buffalo Grove,Illinois,60089,Central,United States
UE-08562,Lakewood,New Jersey,8701,East,United States
US-82625,Little Rock,Arkansas,72209,South,United States
UW-09329,Orem,Utah,84057,West,United States
UC-55232,Aurora,Illinois,60505,Central,United States
UC-78558,Peoria,Illinois,61604,Central,United States
US-74813,Bristol,Tennessee,37620,South,United States
US-62029,Harrisonburg,Virginia,22801,South,United States
UW-96275,Los Angeles,California,90032,West,United States
UE-01717,Hempstead,New York,11550,East,United States
UC-86506,Mishawaka,Indiana,46544,Central,United States
UE-77508,Newark,Delaware,19711,East,United States
UC-17897,Lawton,Oklahoma,73505,Central,United States
UE-92871,Meriden,Connecticut,6450,East,United States
US-39606,Waynesboro,Virginia,22980,South,United States
UW-29317,Pueblo,Colorado,81001,West,United States
UE-84762,Chester,Pennsylvania,19013,East,United States
UC-52758,Minneapolis,Minnesota,55407,Central,United States
UW-55925,Louisville,Colorado,80027,West,United States
UW-32901,Phoenix,Arizona,85023,West,United States
US-13069,Concord,North Carolina,28027,South,United States
UW-31983,Salem,Oregon,97301,West,United States
US-16085,Southaven,Mississippi,38671,South,United States
UE-41288,Cincinnati,Ohio,45231,East,United States
UE-59964,New York City,New York,10011,East,United States
US-95402,Deltona,Florida,32725,South,United States
UE-97133,Plainfield,New Jersey,7060,East,United States
UW-44952,Aurora,Colorado,80013,West,United States
US-36078,Palm Coast,Florida,32137,South,United States
UW-48623,El Cajon,California,92020,West,United States
UE-75862,Buffalo,New York,14215,East,United States
UE-63526,Hackensack,New Jersey,7601,East,United States
UE-17088,Niagara Falls,New York,14304,East,United States
UC-37066,League City,Texas,77573,Central,United States
UC-98404,Sioux Falls,South Dakota,57103,Central,United States
UE-48914,New Rochelle,New York,10801,East,United States
UE-12377,Bristol,Connecticut,6010,East,United States
UW-96266,Riverside,California,92503,West,United States
UC-59921,Omaha,Nebraska,68104,Central,United States
US-47753,Atlanta,Georgia,30318,South,United States
UW-86726,Draper,Utah,84020,West,United States
US-69243,Apopka,Florida,32712,South,United States
US-64676,Charlotte,North Carolina,28205,South,United States
UC-48341,Springfield,Missouri,65807,Central,United States
UE-22543,Bangor,Maine,4401,East,United States
UW-67838,Pleasant Grove,Utah,84062,West,United States
UC-46279,Texas City,Texas,77590,Central,United States
UC-11537,Trenton,Michigan,48183,Central,United States
UW-09715,Vacaville,California,95687,West,United States
US-58705,Woodstock,Georgia,30188,South,United States
UE-90444,Fairfield,Connecticut,6824,East,United States
US-34935,Hollywood,Florida,33021,South,United States
UC-38799,Dallas,Texas,75081,Central,United States
US-77032,Columbus,Georgia,31907,South,United States
US-47742,Hampton,Virginia,23666,South,United States
US-90578,North Miami,Florida,33161,South,United States
UE-45584,Lakewood,Ohio,44107,East,United States
UC-25907,Saint Charles,Missouri,63301,Central,United States
UC-20747,Grand Rapids,Michigan,49505,Central,United States
UE-30389,Oceanside,New York,11572,East,United States
US-75507,Owensboro,Kentucky,42301,South,United States
UW-73933,Billings,Montana,59102,West,United States
US-20936,Miami,Florida,33178,South,United States
UW-31808,Santa Fe,New Mexico,87505,West,United States
US-14916,Fayetteville,Arkansas,72701,South,United States
UE-22944,Bowling Green,Ohio,43402,East,United States
UC-91058,Oswego,Illinois,60543,Central,United States
UC-93466,Tulsa,Oklahoma,74133,Central,United States
UW-19301,Santa Clara,California,95051,West,United States
US-77871,Macon,Georgia,31204,South,United States
UC-23518,Tyler,Texas,75701,Central,United States
UW-91611,Pasco,Washington,99301,West,United States
UE-56463,Lowell,Massachusetts,1852,East,United States
US-49471,Greenville,North Carolina,27834,South,United States
UE-57524,Lancaster,Ohio,43130,East,United States
UC-44391,Detroit,Michigan,48227,Central,United States
UE-84371,Clifton,New Jersey,7011,East,United States
UW-73419,Gresham,Oregon,97030,West,United States
UW-32988,Oxnard,California,93030,West,United States
US-31598,Cary,North Carolina,27511,South,United States
UE-65907,Fairfield,Ohio,45014,East,United States
UC-96358,Olathe,Kansas,66062,Central,United States
UC-67965,Odessa,Texas,79762,Central,United States
UW-65888,Tempe,Arizona,85281,West,United States
UC-02813,Corpus Christi,Texas,78415,Central,United States
UW-30637,Chula Vista,California,91911,West,United States
UW-96352,Long Beach,California,90805,West,United States
UE-29058,Columbia,Maryland,21044,East,United States
UC-00724,Bloomington,Illinois,61701,Central,United States
UC-98985,Garland,Texas,75043,Central,United States
US-28594,Boca Raton,Florida,33433,South,United States
UC-00034,Houston,Texas,77041,Central,United States
UC-74078,Mesquite,Texas,75150,Central,United States
US-29929,Fayetteville,North Carolina,28314,South,United States
US-50168,Boynton Beach,Florida,33437,South,United States
US-69587,Clarksville,Tennessee,37042,South,United States
UW-19101,Reno,Nevada,89502,West,United States
US-64218,Durham,North Carolina,27707,South,United States
UC-75138,Evanston,Illinois,60201,Central,United States
UC-57536,Indianapolis,Indiana,46203,Central,United States
US-44051,Jacksonville,North Carolina,28540,South,United States
UW-49296,Manteca,California,95336,West,United States
UW-02469,Pasadena,California,91104,West,United States
UE-33674,Mount Vernon,New York,10550,East,United States
UW-26938,Edmonds,Washington,98026,West,United States
UE-94036,Everett,Massachusetts,2149,East,United States
UE-42523,Concord,New Hampshire,3301,East,United States
UE-80114,Parma,Ohio,44134,East,United States
UC-40909,Beaumont,Texas,77705,Central,United States
US-41151,Montgomery,Alabama,36116,South,United States
US-56655,Texarkana,Arkansas,71854,South,United States
UW-83769,Lakewood,California,90712,West,United States
US-36722,Newport News,Virginia,23602,South,United States
US-35146,Rock Hill,South Carolina,29730,South,United States
US-32031,Fort Lauderdale,Florida,33311,South,United States
UW-07868,Rancho Cucamonga,California,91730,West,United States
UC-86059,Garden City,Kansas,67846,Central,United States
UC-69918,Columbus,Indiana,47201,Central,United States
UE-21504,Cranston,Rhode Island,2920,East,United States
UE-91211,Lorain,Ohio,44052,East,United States
UW-81378,Avondale,Arizona,85323,West,United States
UE-66521,Orange,New Jersey,7050,East,United States
UE-50493,Mason,Ohio,45040,East,United States
UW-12266,Portland,Oregon,97206,West,United States
UE-37077,Medina,Ohio,44256,East,United States
UC-35446,Irving,Texas,75061,Central,United States
US-74975,Nashville,Tennessee,37211,South,United States
UC-73948,Wausau,Wisconsin,54401,Central,United States
UW-96534,Redding,California,96003,West,United States
UE-22088,Reading,Pennsylvania,19601,East,United States
UC-25833,Madison,Wisconsin,53711,Central,United States
UC-51283,Carrollton,Texas,75007,Central,United States
UC-99348,Pasadena,Texas,77506,Central,United States
US-33869,Johnson City,Tennessee,37604,South,United States
UC-02005,Manhattan,Kansas,66502,Central,United States
UC-44072,Moorhead,Minnesota,56560,Central,United States
UC-35851,Cedar Hill,Texas,75104,Central,United States
UC-30417,Franklin,Wisconsin,53132,Central,United States
UC-51348,Des Plaines,Illinois,60016,Central,United States
UW-26757,Provo,Utah,84604,West,United States
UE-08719,Wilmington,Delaware,19805,East,United States
UC-97269,Coon Rapids,Minnesota,55433,Central,United States
US-37606,Monroe,Louisiana,71203,South,United States
UW-43975,Salt Lake City,Utah,84106,West,United States
UC-00074,Bolingbrook,Illinois,60440,Central,United States
UC-66213,Saint Louis,Missouri,63116,Central,United States
UW-66926,Sacramento,California,95823,West,United States
UE-38654,Woonsocket,Rhode Island,2895,East,United States
UW-03293,Brentwood,California,94513,West,United States
UE-62378,Utica,New York,13501,East,United States
UW-95075,Tigard,Oregon,97224,West,United States
UE-63703,Freeport,New York,11520,East,United States
UC-10886,Skokie,Illinois,60076,Central,United States
US-19714,Orlando,Florida,32839,South,United States
UE-75089,Clinton,Maryland,20735,East,United States
US-17061,Sandy Springs,Georgia,30328,South,United States
UC-64005,Oklahoma City,Oklahoma,73120,Central,United States
UW-28663,Gilbert,Arizona,85234,West,United States
UW-67663,Olympia,Washington,98502,West,United States
UW-99452,Mesa,Arizona,85204,West,United States
UW-41987,Caldwell,Idaho,83605,West,United States
UE-54249,Marion,Ohio,43302,East,United States
US-54998,Florence,Alabama,35630,South,United States
US-09358,Columbia,Tennessee,38401,South,United States
UC-91056,Grand Prairie,Texas,75051,Central,United States
UW-66345,Thornton,Colorado,80229,West,United States
UC-96701,Port Arthur,Texas,77642,Central,United States
UW-10483,Colorado Springs,Colorado,80906,West,United States
UE-96819,Beverly,Massachusetts,1915,East,United States
UW-37218,Anaheim,California,92804,West,United States
UE-40777,Kent,Ohio,44240,East,United States
UC-79013,Cottage Grove,Minnesota,55016,Central,United States
UC-82022,Saint Charles,Illinois,60174,Central,United States
UC-70804,Taylor,Michigan,48180,Central,United States
UE-21847,Providence,Rhode Island,2908,East,United States
UC-20451,Baytown,Texas,77520,Central,United States
UC-02981,Woodbury,Minnesota,55125,Central,United States
US-80321,Bartlett,Tennessee,38134,South,United States
UC-92538,Park Ridge,Illinois,60068,Central,United States
UW-82968,Bozeman,Montana,59715,West,United States
US-34102,West Palm Beach,Florida,33407,South,United States
UE-51691,Rome,New York,13440,East,United States
US-33574,Suffolk,Virginia,23434,South,United States
UC-32959,Kenosha,Wisconsin,53142,Central,United States
UE-75761,Perth Amboy,New Jersey,8861,East,United States
US-35121,Hot Springs,Arkansas,71901,South,United States
UW-18174,Las Cruces,New Mexico,88001,West,United States
UC-55874,Sterling Heights,Michigan,48310,Central,United States
UE-70459,Leominster,Massachusetts,1453,East,United States
UE-99694,Altoona,Pennsylvania,16602,East,United States
UC-21438,Coppell,Texas,75019,Central,United States
UE-22937,Bethlehem,Pennsylvania,18018,East,United States
UC-34415,New Castle,Indiana,47362,Central,United States
US-22063,Plantation,Florida,33317,South,United States
UW-31675,Chico,California,95928,West,United States
UW-39642,Lehi,Utah,84043,West,United States
US-99665,Auburn,Alabama,36830,South,United States
UW-87577,San Bernardino,California,92404,West,United States
UW-62445,Lancaster,California,93534,West,United States
US-18964,Huntsville,Alabama,35810,South,United States
UW-44159,Thousand Oaks,California,91360,West,United States
US-59611,Florence,South Carolina,29501,South,United States
US-13508,Coral Springs,Florida,33065,South,United States
UW-02334,Covington,Washington,98042,West,United States
US-40832,Miami,Florida,33142,South,United States
UC-73863,Normal,Illinois,61761,Central,United States
UC-16767,Lansing,Michigan,48911,Central,United States
UW-19409,Spokane,Washington,99207,West,United States
UE-26309,Norwich,Connecticut,6360,East,United States
UC-57336,Norfolk,Nebraska,68701,Central,United States
UW-02578,Farmington,New Mexico,87401,West,United States
UC-00786,New Albany,Indiana,47150,Central,United States
UC-35545,Mcallen,Texas,78501,Central,United States
UW-75302,Santa Maria,California,93454,West,United States
US-97539,Daytona Beach,Florida,32114,South,United States
UE-16307,Washington,District of Columbia,20016,East,United States
UE-87386,Troy,Ohio,45373,East,United States
UC-11107,Tinley Park,Illinois,60477,Central,United States
UC-90782,Allen,Texas,75002,Central,United States
UE-61237,Cuyahoga Falls,Ohio,44221,East,United States
UW-21589,Camarillo,California,93010,West,United States
US-91866,Wilson,North Carolina,27893,South,United States
UC-38288,Frankfort,Illinois,60423,Central,United States
UC-40324,Wichita,Kansas,67212,Central,United States
UC-98276,Haltom City,Texas,76117,Central,United States
UE-77903,Manchester,Connecticut,6040,East,United States
UE-37165,Paterson,New Jersey,7501,East,United States
UW-81109,Pocatello,Idaho,83201,West,United States
UE-12493,Lewiston,Maine,4240,East,United States
UW-45683,Peoria,Arizona,85345,West,United States
UW-44204,Layton,Utah,84041,West,United States
US-85796,East Point,Georgia,30344,South,United States
US-27579,Smyrna,Georgia,30080,South,United States
UC-66442,Carol Stream,Illinois,60188,Central,United States
UE-34847,Holyoke,Massachusetts,1040,East,United States
UE-35902,Vineland,New Jersey,8360,East,United States
UC-20528,Amarillo,Texas,79109,Central,United States
US-07742,Port Saint Lucie,Florida,34952,South,United States
UW-95128,Bakersfield,California,93309,West,United States
UC-83841,South Bend,Indiana,46614,Central,United States
UC-85401,Highland Park,Illinois,60035,Central,United States
US-89538,Hattiesburg,Mississippi,39401,South,United States
UC-73406,Kirkwood,Missouri,63122,Central,United States
UW-66992,Boise,Idaho,83704,West,United States
UC-79372,Eagan,Minnesota,55122,Central,United States
UW-95811,Redmond,Oregon,97756,West,United States
UW-36773,Yucaipa,California,92399,West,United States
UE-78476,New Bedford,Massachusetts,2740,East,United States
UE-30579,Allentown,Pennsylvania,18103,East,United States
US-20378,Florence,Kentucky,41042,South,United States
UW-89162,Murrieta,California,92563,West,United States
UC-31628,Bedford,Texas,76021,Central,United States
UC-98496,Holland,Michigan,49423,Central,United States
US-43875,Charlottesville,Virginia,22901,South,United States
UC-88518,Rochester,Minnesota,55901,Central,United States
US-39943,Tamarac,Florida,33319,South,United States
UW-62907,La Quinta,California,92253,West,United States
UW-61091,Redlands,California,92374,West,United States
UE-54252,Auburn,New York,13021,East,United States
US-16936,North Charleston,South Carolina,29406,South,United States
UE-99787,Quincy,Massachusetts,2169,East,United States
UC-33761,Lincoln Park,Michigan,48146,Central,United States
US-10133,Franklin,Tennessee,37064,South,United States
UW-85197,Oceanside,California,92054,West,United States
UC-76266,Dubuque,Iowa,52001,Central,United States
UC-95232,Broken Arrow,Oklahoma,74012,Central,United States
UE-54991,Bayonne,New Jersey,7002,East,United States
US-75513,Murfreesboro,Tennessee,37130,South,United States
UC-66341,Rockford,Illinois,61107,Central,United States
UE-90908,Cambridge,Massachusetts,2138,East,United States
UC-05715,Quincy,Illinois,62301,Central,United States
UE-00539,Rockville,Maryland,20852,East,United States
UW-10075,Hillsboro,Oregon,97123,West,United States
US-71632,Warner Robins,Georgia,31088,South,United States
UC-58418,Ann Arbor,Michigan,48104,Central,United States
UW-47081,Santa Barbara,California,93101,West,United States
UC-88867,Noblesville,Indiana,46060,Central,United States
UC-53313,Mount Pleasant,Michigan,48858,Central,United States
UC-51973,Orland Park,Illinois,60462,Central,United States
UW-20402,Sparks,Nevada,89431,West,United States
UW-12892,Salinas,California,93905,West,United States
US-45539,Conway,Arkansas,72032,South,United States
US-93572,Monroe,North Carolina,28110,South,United States
UE-63197,Burlington,Vermont,5408,East,United States
UC-07755,Lawrence,Indiana,46226,Central,United States
UC-25951,Roseville,Minnesota,55113,Central,United States
US-70752,Lebanon,Tennessee,37087,South,United States
UW-48894,Helena,Montana,59601,West,United States
UW-75826,Rio Rancho,New Mexico,87124,West,United States
UC-90003,Frisco,Texas,75034,Central,United States
UE-09147,Morristown,New Jersey,7960,East,United States
US-34976,Jackson,Tennessee,38301,South,United States
US-84674,Pembroke Pines,Florida,33024,South,United States
UW-08757,Lake Elsinore,California,92530,West,United States
UC-51539,Champaign,Illinois,61821,Central,United States
UC-15913,Dearborn,Michigan,48126,Central,United States
UW-06511,Santa Ana,California,92704,West,United States
US-42135,Tallahassee,Florida,32303,South,United States
UW-40267,Temecula,California,92592,West,United States
UW-99994,Costa Mesa,California,92627,West,United States
UC-40594,Glenview,Illinois,60025,Central,United States
UE-36147,Lindenhurst,New York,11757,East,United States
UW-06139,Bullhead City,Arizona,86442,West,United States
UC-96066,Superior,Wisconsin,54880,Central,United States
UE-36556,Dublin,Ohio,43017,East,United States
UW-78613,Visalia,California,93277,West,United States
UW-64528,Missoula,Montana,59801,West,United States
UE-10464,Gaithersburg,Maryland,20877,East,United States
UW-17257,Longview,Washington,98632,West,United States
UE-95457,Westfield,New Jersey,7090,East,United States
US-85519,Gulfport,Mississippi,39503,South,United States
UE-10768,Atlantic City,New Jersey,8401,East,United States
UW-18463,Sierra Vista,Arizona,85635,West,United States
US-63782,Chattanooga,Tennessee,37421,South,United States
UE-80301,Belleville,New Jersey,7109,East,United States
UC-00795,La Crosse,Wisconsin,54601,Central,United States
UC-26129,Round Rock,Texas,78664,Central,United States
UE-58731,Andover,Massachusetts,1810,East,United States
UE-12864,Milford,Connecticut,6460,East,United States
UC-17037,Harlingen,Texas,78550,Central,United States
UW-28891,Redwood City,California,94061,West,United States
UC-88456,Bryan,Texas,77803,Central,United States
UE-97925,Malden,Massachusetts,2148,East,United States
UW-80676,Littleton,Colorado,80122,West,United States
UC-44652,Saint Peters,Missouri,63376,Central,United States
UC-42492,Norman,Oklahoma,73071,Central,United States
US-39488,Gastonia,North Carolina,28052,South,United States
UC-57708,Grapevine,Texas,76051,Central,United States
UC-13087,Jefferson City,Missouri,65109,Central,United States
UW-41856,Hesperia,California,92345,West,United States
UW-54624,San Clemente,California,92672,West,United States
UW-34304,Henderson,Nevada,89015,West,United States
US-21381,Salem,Virginia,24153,South,United States
UW-80405,Yuma,Arizona,85364,West,United States
UE-36865,Waterbury,Connecticut,6708,East,United States
UE-52849,Warwick,Rhode Island,2886,East,United States
UE-05498,Passaic,New Jersey,7055,East,United States
UW-73188,Parker,Colorado,80134,West,United States
UW-13744,Longmont,Colorado,80501,West,United States
UE-45655,York,Pennsylvania,17403,East,United States
UC-00329,Roseville,Michigan,48066,Central,United States
UW-67067,Broomfield,Colorado,80020,West,United States
US-40449,Bowling Green,Kentucky,42104,South,United States
US-42309,Pensacola,Florida,32503,South,United States
US-30227,Hendersonville,Tennessee,37075,South,United States
UC-64297,West Allis,Wisconsin,53214,Central,United States
US-31676,Kenner,Louisiana,70065,South,United States
UW-51869,Davis,California,95616,West,United States
UC-23744,Edinburg,Texas,78539,Central,United States
UW-98879,Fort Collins,Colorado,80525,West,United States
UC-78531,Sheboygan,Wisconsin,53081,Central,United States
UC-28387,Pharr,Texas,78577,Central,United States
UW-09923,Englewood,Colorado,80112,West,United States
UC-17104,Waco,Texas,76706,Central,United States
UC-58977,Waukesha,Wisconsin,53186,Central,United States
US-40421,Georgetown,Kentucky,40324,South,United States
UC-69655,Cedar Rapids,Iowa,52402,Central,United States
US-63754,Thomasville,North Carolina,27360,South,United States
UC-07349,Saint Paul,Minnesota,55106,Central,United States
UC-76687,Wheeling,Illinois,60090,Central,United States
UW-22931,Stockton,California,95207,West,United States
UW-56362,Arvada,Colorado,80004,West,United States
UW-37237,Twin Falls,Idaho,83301,West,United States
UW-16446,Laguna Niguel,California,92677,West,United States
UE-18067,Marlborough,Massachusetts,1752,East,United States
UW-36517,Redmond,Washington,98052,West,United States
UW-46057,Woodland,California,95695,West,United States
UC-53697,Iowa City,Iowa,52240,Central,United States
UC-92457,La Porte,Indiana,46350,Central,United States
UW-12289,Lake Forest,California,92630,West,United States
US-63061,Coral Gables,Florida,33134,South,United States
UC-08118,The Colony,Texas,75056,Central,United States
UW-64582,Marysville,Washington,98270,West,United States
UC-55032,La Porte,Texas,77571,Central,United States
UE-48998,Bridgeton,New Jersey,8302,East,United States
UW-37898,San Luis Obispo,California,93405,West,United States
UC-94309,Conroe,Texas,77301,Central,United States
UC-68542,Urbandale,Iowa,50322,Central,United States
UW-98271,Eugene,Oregon,97405,West,United States
UW-43738,Cheyenne,Wyoming,82001,West,United States
UC-94619,Arlington Heights,Illinois,60004,Central,United States
UW-37085,Auburn,Washington,98002,West,United States
UW-82064,Vancouver,Washington,98661,West,United States
US-37718,Burlington,North Carolina,27217,South,United States
UW-55432,Carlsbad,New Mexico,88220,West,United States
UC-46962,Edmond,Oklahoma,73034,Central,United States
UW-57778,Montebello,California,90640,West,United States
UE-82219,Shelton,Connecticut,6484,East,United States
UE-02935,East Orange,New Jersey,7017,East,United States
UC-42373,Overland Park,Kansas,66212,Central,United States
US-36554,Hickory,North Carolina,28601,South,United States
UC-97768,San Angelo,Texas,76903,Central,United States
UC-42209,Marion,Iowa,52302,Central,United States
UW-80298,Morgan Hill,California,95037,West,United States
US-90098,Murray,Kentucky,42071,South,United States
UW-60101,Antioch,California,94509,West,United States
UC-43758,Richardson,Texas,75080,Central,United States
UC-40655,Fremont,Nebraska,68025,Central,United States
UC-85509,Greenwood,Indiana,46142,Central,United States
US-50527,Homestead,Florida,33030,South,United States
UW-99323,Torrance,California,90503,West,United States
US-33139,Goldsboro,North Carolina,27534,South,United States
UW-14911,Apple Valley,California,92307,West,United States
UE-87594,Nashua,New Hampshire,3060,East,United States
UC-38049,Deer Park,Texas,77536,Central,United States
US-49729,Tuscaloosa,Alabama,35401,South,United States
US-84072,Ormond Beach,Florida,32174,South,United States
UC-45633,Keller,Texas,76248,Central,United States
US-57741,Hoover,Alabama,35244,South,United States
UC-74492,Muskogee,Oklahoma,74403,Central,United States
US-50126,Rogers,Arkansas,72756,South,United States
